year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2014,j) 21 to 25,b) 5 to 9,80466,81880,548120,557417,392,0.475,1651,2.001,51868,3802,48066,0.682,9.305,70409,20030,50379,3.593,12.631,-18541,-3.326,18.610,1309,1399,17403
2014,j) 21 to 25,c) 10 to 19,50346,53994,692497,698641,398,0.733,943,1.738,59764,4750,55014,0.680,8.554,72017,18211,53806,2.607,10.308,-12253,-1.754,17.109,564,708,15148
2014,j) 21 to 25,d) 20 to 99,43546,61583,1721718,1724530,1271,2.065,1207,1.961,148008,18938,129070,1.098,8.583,153374,39320,114054,2.280,8.894,-5366,-0.311,17.165,395,600,29691
2014,j) 21 to 25,e) 100 to 499,7423,31237,1436627,1425623,1581,5.113,945,3.056,145611,30427,115184,2.134,10.214,123697,29053,94644,2.038,8.677,21914,1.537,17.353,38,119,13567
2014,j) 21 to 25,f) 500 to 999,836,10306,528975,528076,422,4.072,536,5.172,64613,11115,53498,2.105,12.236,63100,18921,44179,3.583,11.949,1513,0.287,23.898,3,34,4316
2014,j) 21 to 25,g) 1000 to 2499,445,13584,614044,608072,827,6.084,846,6.224,74124,20017,54107,3.292,12.190,62544,14176,48368,2.331,10.286,11580,1.904,20.571,0,0,0
2014,j) 21 to 25,h) 2500 to 4999,176,8274,467530,459332,615,7.574,306,3.769,59456,13112,46344,2.855,12.944,43375,8360,35015,1.820,9.443,16081,3.501,18.886,0,0,0
2014,j) 21 to 25,i) 5000 to 9999,95,7876,448846,443035,615,7.748,738,9.298,57164,21469,35695,4.846,12.903,46109,14750,31359,3.329,10.408,11055,2.495,20.815,0,0,0
2014,j) 21 to 25,j) 10000+,64,22103,1260340,1266162,783,3.468,1734,7.680,223577,56132,167445,4.433,17.658,242758,107766,134992,8.511,19.173,-19181,-1.515,35.316,0,0,0
2014,k) 26+,a) 1 to 4,286151,287033,674896,710440,8873,2.981,30169,10.135,75294,17518,57776,2.466,10.598,145917,74718,71199,10.517,20.539,-70623,-9.941,21.196,23988,24214,62298
2014,k) 26+,b) 5 to 9,137393,140139,930988,948138,551,0.390,2556,1.811,77012,4991,72021,0.526,8.122,111092,30023,81069,3.167,11.717,-34080,-3.594,16.245,1965,2184,26350
2014,k) 26+,c) 10 to 19,86830,94167,1190310,1204217,624,0.659,1615,1.706,93326,7152,86174,0.594,7.750,121167,31919,89248,2.651,10.062,-27841,-2.312,15.500,986,1181,26554
2014,k) 26+,d) 20 to 99,79546,117197,3207285,3212655,2056,1.752,2330,1.986,246070,30988,215082,0.965,7.659,256956,61849,195107,1.925,7.998,-10886,-0.339,15.319,600,1124,44616
2014,k) 26+,e) 100 to 499,15896,75368,3141158,3118207,3199,4.269,2346,3.130,283846,55943,227903,1.794,9.103,237614,51924,185690,1.665,7.620,46232,1.483,15.240,67,282,22248
2014,k) 26+,f) 500 to 999,2048,26751,1287908,1275975,1391,5.230,1082,4.068,143191,32222,110969,2.525,11.222,119106,22273,96833,1.746,9.335,24085,1.888,18.669,(D),(D),(D)
2014,k) 26+,g) 1000 to 2499,1244,29863,1670465,1647742,2220,7.538,1395,4.737,182952,51719,131233,3.139,11.103,136479,28550,107929,1.733,8.283,46473,2.820,16.566,(D),(D),(D)
2014,k) 26+,h) 2500 to 4999,555,28446,1570001,1553625,2257,8.105,1059,3.803,164696,53403,111293,3.437,10.601,130021,31821,98200,2.048,8.369,34675,2.232,16.738,0,0,0
2014,k) 26+,i) 5000 to 9999,240,22248,1268466,1255341,2241,10.321,1171,5.393,143448,50144,93304,3.994,11.427,116882,33346,83536,2.656,9.311,26566,2.116,18.622,0,0,0
2014,k) 26+,j) 10000+,192,96148,5184973,5125173,8369,8.758,7182,7.516,669019,185744,483275,3.624,13.054,546089,147727,398362,2.882,10.655,122930,2.399,21.310,0,0,0
2014,l) Left Censored,a) 1 to 4,145342,146188,359517,381177,3245,2.133,15150,9.958,35674,7169,28505,1.881,9.359,78401,41177,37224,10.803,20.568,-42727,-11.209,18.718,12728,12941,36014
2014,l) Left Censored,b) 5 to 9,96183,99071,657355,670887,453,0.454,1803,1.808,49905,3929,45976,0.586,7.439,77066,20690,56376,3.084,11.487,-27161,-4.049,14.877,1340,1505,17962
2014,l) Left Censored,c) 10 to 19,72498,80976,1001620,1014396,614,0.755,1417,1.741,69653,6379,63274,0.629,6.866,95364,23537,71827,2.320,9.401,-25711,-2.535,13.733,695,984,18844
2014,l) Left Censored,d) 20 to 99,87112,143116,3713465,3726450,2765,1.933,2683,1.875,242822,34744,208078,0.932,6.516,269184,63337,205847,1.700,7.224,-26362,-0.707,13.032,560,1179,43196
2014,l) Left Censored,e) 100 to 499,26238,138582,5296859,5275164,4237,3.059,4111,2.968,387884,68160,319724,1.292,7.353,344569,67980,276589,1.289,6.532,43315,0.821,13.064,71,605,24404
2014,l) Left Censored,f) 500 to 999,4261,57131,2633444,2619746,2567,4.521,1867,3.288,235629,47465,188164,1.812,8.994,207594,37608,169986,1.436,7.924,28035,1.070,15.848,(D),(D),(D)
2014,l) Left Censored,g) 1000 to 2499,2963,76552,4027022,3979113,4879,6.446,3164,4.180,376354,92662,283692,2.329,9.458,282642,55105,227537,1.385,7.103,93712,2.355,14.206,0,0,0
2014,l) Left Censored,h) 2500 to 4999,1324,75231,3531931,3510074,4086,5.350,6367,8.337,340109,92645,247464,2.639,9.690,294670,66360,228310,1.891,8.395,45439,1.295,16.790,0,0,0
2014,l) Left Censored,i) 5000 to 9999,832,81374,4164226,4145741,5343,6.596,4613,5.694,407427,108623,298804,2.620,9.828,371850,88906,282944,2.145,8.969,35577,0.858,17.939,0,0,0
2014,l) Left Censored,j) 10000+,742,542473,25103488,25049358,46255,8.616,35000,6.520,2443940,711561,1732379,2.841,9.756,2337641,584487,1753154,2.333,9.332,106299,0.424,18.664,0,0,0
2015,a) 0,a) 1 to 4,369612,370052,894550,447276,370052,199.999,0,0,894549,894549,0,200.000,200.000,0,0,0,0,0,894546,199.999,0,0,0,0
2015,a) 0,b) 5 to 9,24825,25355,330211,165106,25355,200.000,0,0,330211,330211,0,200.000,200.000,0,0,0,0,0,330211,200.000,0,0,0,0
2015,a) 0,c) 10 to 19,11588,12382,313608,156804,12382,200.000,0,0,313608,313608,0,200.000,200.000,0,0,0,0,0,313608,200.000,0,0,0,0
2015,a) 0,d) 20 to 99,6966,9056,502346,251173,9056,200.000,0,0,502346,502346,0,200.000,200.000,0,0,0,0,0,502346,200.000,0,0,0,0
2015,a) 0,e) 100 to 499,446,1097,150568,75284,1097,200.000,0,0,150568,150568,0,200.000,200.000,0,0,0,0,0,150568,200.000,0,0,0,0
2015,a) 0,f) 500 to 999,23,271,31822,15911,271,200.000,0,0,31822,31822,0,200.000,200.000,0,0,0,0,0,31822,200.000,0,0,0,0
2015,a) 0,g) 1000 to 2499,8,29,21853,10927,29,200.000,0,0,21853,21853,0,200.000,200.000,0,0,0,0,0,21853,200.000,0,0,0,0
2015,a) 0,h) 2500 to 4999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2015,a) 0,i) 5000 to 9999,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2015,a) 0,j) 10000+,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
2015,b) 1,a) 1 to 4,233054,233167,494400,548721,129,0.047,79688,29.195,115308,286,115022,0.052,21.014,217745,163224,54521,29.746,39.682,-102437,-18.668,42.028,61915,61918,129800
2015,b) 1,b) 5 to 9,44863,45060,330082,319660,138,0.297,3048,6.553,96432,692,95740,0.216,30.167,76298,39581,36717,12.382,23.868,20134,6.299,47.737,2630,2652,34517
2015,b) 1,c) 10 to 19,23963,24451,354920,340409,181,0.724,1259,5.038,98566,1345,97221,0.395,28.955,69727,32409,37318,9.521,20.483,28839,8.472,40.967,1066,1094,28450
2015,b) 1,d) 20 to 99,16588,19501,668531,641181,761,3.905,733,3.761,171949,11261,160688,1.756,26.818,118030,43891,74139,6.845,18.408,53919,8.409,36.816,534,565,37690
2015,b) 1,e) 100 to 499,1572,3964,298354,278787,365,9.443,168,4.346,78197,9460,68737,3.393,28.049,39047,10139,28908,3.637,14.006,39150,14.043,28.012,24,54,7179
2015,b) 1,f) 500 to 999,72,346,49509,44879,50,15.552,(D),(D),13700,3181,10519,7.088,30.527,4228,(D),4219,(D),9.421,9472,21.106,18.842,0,0,0
2015,b) 1,g) 1000 to 2499,30,165,38474,38506,12,7.229,(D),(D),9635,1777,7858,4.615,25.022,9946,(D),9720,(D),25.830,-311,-0.808,50.045,0,0,0
2015,b) 1,h) 2500 to 4999,5,13,24486,21152,0,0.000,0,0.000,6412,0,6412,0.000,30.315,10,0,10,0.000,0.047,6402,30.267,0.095,0,0,0
2015,b) 1,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0
2015,b) 1,j) 10000+,6,6,515,542,0,0.000,(D),(D),43,0,43,0.000,7.934,95,(D),40,(D),17.528,-52,-9.594,15.867,0,0,0
2015,c) 2,a) 1 to 4,188198,188284,397879,428562,11302,5.513,44732,21.821,86290,23147,63143,5.401,20.135,146650,100158,46492,23.371,34.219,-60360,-14.084,40.270,35405,35414,81440
2015,c) 2,b) 5 to 9,43485,43656,307342,307478,499,1.119,2375,5.326,66246,5842,60404,1.900,21.545,66690,31067,35623,10.104,21.689,-444,-0.144,43.090,2030,2034,26823
2015,c) 2,c) 10 to 19,23961,24407,342847,338315,375,1.515,1068,4.315,69800,5489,64311,1.622,20.632,60934,27051,33883,7.996,18.011,8866,2.621,36.022,885,917,23692
2015,c) 2,d) 20 to 99,16767,18774,648892,633924,524,2.782,650,3.451,123935,12696,111239,2.003,19.550,94486,38446,56040,6.065,14.905,29449,4.646,29.810,496,510,32956
2015,c) 2,e) 100 to 499,1359,3056,256803,243814,437,15.211,71,2.471,58422,8962,49460,3.676,23.962,32467,11856,20611,4.863,13.316,25955,10.645,26.633,28,32,10169
2015,c) 2,f) 500 to 999,88,343,58319,55070,16,4.565,31,8.845,13856,1228,12628,2.230,25.161,7600,184,7416,0.334,13.801,6256,11.360,27.601,0,0,0
2015,c) 2,g) 1000 to 2499,38,441,53629,54846,104,25.090,51,12.304,9089,3025,6064,5.515,16.572,11625,4234,7391,7.720,21.196,-2536,-4.624,33.144,(D),(D),(D)
2015,c) 2,h) 2500 to 4999,12,65,24037,21530,0,0.000,(D),(D),6665,0,6665,0.000,30.957,2031,(D),1982,(D),9.433,4634,21.523,18.867,0,0,0
2015,c) 2,i) 5000 to 9999,3,3,13891,11617,0,0.000,0,0.000,4595,0,4595,0.000,39.554,21,0,21,0.000,0.181,4574,39.373,0.362,0,0,0
2015,c) 2,j) 10000+,3,110,2910,3085,0,0.000,(D),(D),24,0,24,0.000,0.778,385,(D),380,(D),12.482,-361,-11.704,1.556,0,0,0
2015,d) 3,a) 1 to 4,160754,160833,343596,367082,10009,5.807,33046,19.174,69098,20008,49090,5.451,18.824,115524,76405,39119,20.814,31.471,-46426,-12.647,37.647,26060,26074,62218
2015,d) 3,b) 5 to 9,41884,42090,293717,296512,444,1.034,2137,4.977,55024,4906,50118,1.655,18.557,60843,27657,33186,9.327,20.520,-5819,-1.962,37.114,1816,1855,24011
2015,d) 3,c) 10 to 19,23294,23874,327511,327407,312,1.290,941,3.890,56037,4537,51500,1.386,17.115,55910,23908,32002,7.302,17.077,127,0.039,34.153,770,810,20769
2015,d) 3,d) 20 to 99,18220,21404,722383,709911,693,3.238,691,3.229,114415,14929,99486,2.103,16.117,89783,33933,55850,4.780,12.647,24632,3.470,25.294,412,528,29247
2015,d) 3,e) 100 to 499,1808,4303,340323,329710,388,9.241,179,4.263,65536,12616,52920,3.826,19.877,44072,18380,25692,5.575,13.367,21464,6.510,26.734,42,66,14177
2015,d) 3,f) 500 to 999,108,541,76013,75829,62,11.855,26,4.971,19999,5270,14729,6.950,26.374,19538,8740,10798,11.526,25.766,461,0.608,51.532,5,5,7519
2015,d) 3,g) 1000 to 2499,37,324,55324,48086,17,5.223,20,6.144,21743,3140,18603,6.530,45.217,8049,1172,6877,2.437,16.739,13694,28.478,33.478,0,0,0
2015,d) 3,h) 2500 to 4999,10,50,27436,28935,(D),(D),(D),(D),4037,(D),3548,(D),13.952,6944,(D),1086,(D),23.999,-2907,-10.047,27.904,(D),(D),(D)
2015,d) 3,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0
2015,d) 3,j) 10000+,8,14,2441,2465,0,0.000,0,0.000,3,0,3,0.000,0.122,55,0,55,0.000,2.231,-52,-2.110,0.243,0,0,0
2015,e) 4,a) 1 to 4,137014,137092,294410,313955,8275,5.679,25527,17.518,55121,16407,38714,5.226,17.557,93915,60154,33761,19.160,29.914,-38794,-12.357,35.114,20113,20149,49025
2015,e) 4,b) 5 to 9,38890,39118,270238,274563,370,0.929,1769,4.443,44713,3920,40793,1.428,16.285,53493,23245,30248,8.466,19.483,-8780,-3.198,32.570,1487,1514,19993
2015,e) 4,c) 10 to 19,22232,22847,310951,310422,258,1.118,732,3.171,49157,3900,45257,1.256,15.836,48024,18380,29644,5.921,15.471,1133,0.365,30.941,611,640,16391
2015,e) 4,d) 20 to 99,16377,19398,637474,627958,557,2.865,641,3.297,98320,12861,85459,2.048,15.657,79207,28900,50307,4.602,12.613,19113,3.044,25.227,365,500,25334
2015,e) 4,e) 100 to 499,1522,3410,290454,279921,359,10.884,136,4.123,56210,12571,43639,4.491,20.081,35359,12257,23102,4.379,12.632,20851,7.449,25.264,32,79,10111
2015,e) 4,f) 500 to 999,95,475,62681,62385,7,1.471,9,1.891,11617,554,11063,0.888,18.622,10574,3044,7530,4.879,16.950,1043,1.672,33.899,(D),(D),(D)
2015,e) 4,g) 1000 to 2499,52,84,60449,56025,4,4.819,(D),(D),15534,1968,13566,3.513,27.727,6562,(D),6421,(D),11.713,8972,16.014,23.425,0,0,0
2015,e) 4,h) 2500 to 4999,10,284,36682,40196,(D),(D),(D),(D),8569,(D),8504,(D),21.318,16719,(D),10550,(D),41.594,-8150,-20.276,42.637,(D),(D),(D)
2015,e) 4,i) 5000 to 9999,3,8,13340,12486,0,0.000,(D),(D),1867,0,1867,0.000,14.953,137,(D),118,(D),1.097,1730,13.856,2.194,0,0,0
2015,e) 4,j) 10000+,3,4,256,306,0,0.000,(D),(D),2,0,2,0.000,0.655,100,(D),45,(D),32.733,-98,-32.079,1.309,0,0,0
2015,f) 5,a) 1 to 4,115094,115169,246504,261859,6804,5.596,19655,16.164,43406,13397,30009,5.116,16.576,74091,46796,27295,17.871,28.294,-30685,-11.718,33.152,15343,15374,37954
2015,f) 5,b) 5 to 9,33876,34138,234666,238674,350,1.009,1419,4.093,36515,3446,33069,1.444,15.299,44580,18607,25973,7.796,18.678,-8065,-3.379,30.598,1226,1240,16283
2015,f) 5,c) 10 to 19,19843,20503,277310,279460,273,1.315,795,3.829,40705,3897,36808,1.394,14.566,45090,19539,25551,6.992,16.135,-4385,-1.569,29.131,645,686,17246
2015,f) 5,d) 20 to 99,15144,18711,597843,593803,624,3.333,651,3.477,84076,10673,73403,1.797,14.159,76006,27904,48102,4.699,12.800,8070,1.359,25.600,323,489,23301
2015,f) 5,e) 100 to 499,2193,7687,420719,407948,627,8.362,250,3.334,69935,16246,53689,3.982,17.143,44608,10400,34208,2.549,10.935,25327,6.208,21.869,14,28,5375
2015,f) 5,f) 500 to 999,160,1271,108345,107066,151,12.469,31,2.560,20546,6980,13566,6.519,19.190,17890,6994,10896,6.532,16.709,2656,2.481,33.419,3,3,3543
2015,f) 5,g) 1000 to 2499,69,871,90615,91452,103,11.819,104,11.933,17324,3671,13653,4.014,18.943,19573,4417,15156,4.830,21.402,-2249,-2.459,37.887,(D),(D),(D)
2015,f) 5,h) 2500 to 4999,14,373,44967,45405,6,1.587,(D),(D),1721,387,1334,0.852,3.790,2552,(D),2052,(D),5.621,-831,-1.830,7.581,0,0,0
2015,f) 5,i) 5000 to 9999,8,69,43723,37729,(D),(D),0,0.000,12789,(D),12690,(D),33.897,21,0,21,0.000,0.056,12768,33.841,0.111,0,0,0
2015,f) 5,j) 10000+,4,44,56584,54754,0,0.000,(D),(D),10027,0,10027,0.000,18.313,6475,(D),4382,(D),11.826,3552,6.487,23.651,0,0,0
2015,g) 6 to 10,a) 1 to 4,554444,554931,1191874,1252839,32383,5.588,81530,14.069,196452,62337,134115,4.976,15.681,318155,189287,128868,15.109,25.395,-121703,-9.714,31.361,62462,62586,151073
2015,g) 6 to 10,b) 5 to 9,172386,173878,1187213,1205770,1349,0.766,5714,3.245,158884,13745,145139,1.140,13.177,195860,72882,122978,6.044,16.244,-36976,-3.067,26.354,4722,4922,63118
2015,g) 6 to 10,c) 10 to 19,103146,107269,1430778,1436627,1136,1.050,2919,2.699,180627,16508,164119,1.149,12.573,192214,68403,123811,4.761,13.380,-11587,-0.807,25.146,2220,2438,59211
2015,g) 6 to 10,d) 20 to 99,78149,97222,3035262,3016653,2728,2.807,2651,2.728,374020,50249,323771,1.666,12.399,336251,108696,227555,3.603,11.146,37769,1.252,22.293,1269,1720,90641
2015,g) 6 to 10,e) 100 to 499,9327,28280,1749123,1719563,2451,8.869,1163,4.208,256841,52530,204311,3.055,14.936,197152,58117,139035,3.380,11.465,59689,3.471,22.930,111,387,42255
2015,g) 6 to 10,f) 500 to 999,687,5404,443089,427524,305,5.667,262,4.868,78414,18682,59732,4.370,18.341,47820,6750,41070,1.579,11.185,30594,7.156,22.371,(D),(D),(D)
2015,g) 6 to 10,g) 1000 to 2499,340,5599,451593,435889,535,9.801,254,4.653,75663,13520,62143,3.102,17.358,43473,6067,37406,1.392,9.973,32190,7.385,19.947,(D),(D),(D)
2015,g) 6 to 10,h) 2500 to 4999,78,1936,222486,214226,112,5.704,167,8.505,44590,8729,35861,4.075,20.814,27968,15915,12053,7.429,13.055,16622,7.759,26.111,(D),(D),(D)
2015,g) 6 to 10,i) 5000 to 9999,35,2431,179803,172082,137,5.706,77,3.207,33086,8203,24883,4.767,19.227,17207,211,16996,0.123,9.999,15879,9.228,19.999,0,0,0
2015,g) 6 to 10,j) 10000+,26,241,129087,125333,(D),(D),(D),(D),19134,(D),18896,(D),15.267,11961,(D),11682,(D),9.543,7173,5.723,19.087,0,0,0
2015,h) 11 to 15,a) 1 to 4,361568,362131,786041,823965,17743,4.722,45051,11.989,112845,33068,79777,4.013,13.695,188464,104185,84279,12.644,22.873,-75619,-9.177,27.391,33954,34099,82122
2015,h) 11 to 15,b) 5 to 9,124299,125874,849728,863775,776,0.610,3303,2.598,95904,7445,88459,0.862,11.103,123991,40753,83238,4.718,14.355,-28087,-3.252,22.206,2643,2843,35500
2015,h) 11 to 15,c) 10 to 19,76871,81194,1060233,1068666,807,0.988,1821,2.229,112566,10841,101725,1.014,10.533,129300,41470,87830,3.881,12.099,-16734,-1.566,21.067,1336,1458,35764
2015,h) 11 to 15,d) 20 to 99,63886,84183,2516356,2514337,2207,2.625,1985,2.361,257830,37230,220600,1.481,10.254,254237,81186,173051,3.229,10.111,3593,0.143,20.223,910,1277,67575
2015,h) 11 to 15,e) 100 to 499,9908,31119,1889703,1862387,2607,8.583,1119,3.684,230766,50425,180341,2.708,12.391,175981,42148,133833,2.263,9.449,54785,2.942,18.898,76,297,25181
2015,h) 11 to 15,f) 500 to 999,944,9641,597360,580899,1367,14.847,499,5.420,88644,23948,64696,4.123,15.260,55904,11298,44606,1.945,9.624,32740,5.636,19.247,3,5,3873
2015,h) 11 to 15,g) 1000 to 2499,470,9871,630972,611875,873,8.995,542,5.584,97175,23463,73712,3.835,15.882,58358,14238,44120,2.327,9.538,38817,6.344,19.075,(D),(D),(D)
2015,h) 11 to 15,h) 2500 to 4999,157,7099,479431,452429,308,4.372,199,2.825,87358,16197,71161,3.580,19.309,33685,5450,28235,1.205,7.445,53673,11.863,14.891,0,0,0
2015,h) 11 to 15,i) 5000 to 9999,58,3242,272386,272714,109,3.330,172,5.254,33307,895,32412,0.328,12.213,33964,7958,26006,2.918,12.454,-657,-0.241,24.426,0,0,0
2015,h) 11 to 15,j) 10000+,47,1648,262346,257455,38,2.309,33,2.005,20830,287,20543,0.111,8.091,10837,1691,9146,0.657,4.209,9993,3.881,8.419,0,0,0
2015,i) 16 to 20,a) 1 to 4,273236,273720,607695,636455,11792,4.158,31544,11.123,80956,22316,58640,3.506,12.720,138544,73546,64998,11.556,21.768,-57588,-9.048,25.440,23892,24024,58405
2015,i) 16 to 20,b) 5 to 9,101888,103405,694046,705495,638,0.612,2309,2.215,71486,6091,65395,0.863,10.133,94447,27868,66579,3.950,13.387,-22961,-3.255,20.266,1791,1946,24011
2015,i) 16 to 20,c) 10 to 19,63817,67946,879739,886085,593,0.868,1395,2.041,86265,7336,78929,0.828,9.736,99105,29868,69237,3.371,11.185,-12840,-1.449,19.471,964,1171,26143
2015,i) 16 to 20,d) 20 to 99,54347,75202,2161112,2163171,1767,2.347,1947,2.586,200960,26992,173968,1.248,9.290,205451,60620,144831,2.802,9.498,-4491,-0.208,18.580,655,1201,49124
2015,i) 16 to 20,e) 100 to 499,8853,34475,1722308,1703622,2215,6.509,1326,3.897,190006,45746,144260,2.685,11.153,152924,32461,120463,1.905,8.976,37082,2.177,17.953,40,154,15235
2015,i) 16 to 20,f) 500 to 999,995,12589,606079,597728,1551,12.836,540,4.469,81595,24499,57096,4.099,13.651,65234,15065,50169,2.520,10.914,16361,2.737,21.827,5,22,6530
2015,i) 16 to 20,g) 1000 to 2499,598,14880,804368,793970,1699,11.639,1135,7.775,105758,28051,77707,3.533,13.320,84815,20487,64328,2.580,10.682,20943,2.638,21.365,(D),(D),(D)
2015,i) 16 to 20,h) 2500 to 4999,183,10489,501888,498913,607,5.843,407,3.918,68898,11404,57494,2.286,13.810,60772,17090,43682,3.425,12.181,8126,1.629,24.362,0,0,0
2015,i) 16 to 20,i) 5000 to 9999,74,8241,412614,391654,851,10.703,271,3.408,73585,20375,53210,5.202,18.788,32833,6024,26809,1.538,8.383,40752,10.405,16.766,0,0,0
2015,i) 16 to 20,j) 10000+,80,11536,1170153,1120821,418,3.566,791,6.748,190358,44810,145548,3.998,16.984,87483,24665,62818,2.201,7.805,102875,9.179,15.611,0,0,0
2015,j) 21 to 25,a) 1 to 4,190476,190905,434393,455867,7070,3.571,21230,10.723,54438,13694,40744,3.004,11.942,97064,50406,46658,11.057,21.292,-42626,-9.351,23.883,16535,16652,41022
2015,j) 21 to 25,b) 5 to 9,80301,81684,546282,556686,383,0.465,1729,2.099,51240,3669,47571,0.659,9.204,71902,21297,50605,3.826,12.916,-20662,-3.712,18.409,1381,1498,18555
2015,j) 21 to 25,c) 10 to 19,50405,54132,692079,700220,404,0.742,1056,1.939,59018,4544,54474,0.649,8.428,75570,21571,53999,3.081,10.792,-16552,-2.364,16.857,675,829,18249
2015,j) 21 to 25,d) 20 to 99,44031,62116,1743977,1744539,1347,2.168,1361,2.191,150677,19891,130786,1.140,8.637,151592,41301,110291,2.367,8.690,-915,-0.052,17.274,426,684,31717
2015,j) 21 to 25,e) 100 to 499,7404,31377,1444378,1430083,1668,5.341,1374,4.400,150548,32557,117991,2.277,10.527,122147,24526,97621,1.715,8.541,28401,1.986,17.083,29,282,9963
2015,j) 21 to 25,f) 500 to 999,856,10992,523541,518361,1096,10.271,453,4.245,66024,20415,45609,3.938,12.737,54898,13357,41541,2.577,10.591,11126,2.146,21.181,3,6,3618
2015,j) 21 to 25,g) 1000 to 2499,488,14840,666132,657313,1428,9.818,836,5.748,83471,22769,60702,3.464,12.699,67310,16901,50409,2.571,10.240,16161,2.459,20.480,0,0,0
2015,j) 21 to 25,h) 2500 to 4999,167,9871,456449,442196,711,7.244,600,6.113,59996,13081,46915,2.958,13.568,32104,6001,26103,1.357,7.260,27892,6.308,14.520,0,0,0
2015,j) 21 to 25,i) 5000 to 9999,93,9071,445432,449521,276,3.000,531,5.773,39873,9413,30460,2.094,8.870,47857,13812,34045,3.073,10.646,-7984,-1.776,17.740,0,0,0
2015,j) 21 to 25,j) 10000+,72,20456,1337734,1338281,483,2.349,688,3.347,130458,17239,113219,1.288,9.748,128442,15848,112594,1.184,9.598,2016,0.151,19.195,0,0,0
2015,k) 26+,a) 1 to 4,304003,304966,715164,755195,9356,2.954,32939,10.399,80425,18429,61996,2.440,10.650,159932,82661,77271,10.946,21.178,-79507,-10.528,21.299,26699,26974,69726
2015,k) 26+,b) 5 to 9,145535,148608,987177,1006103,619,0.414,2793,1.866,82400,5237,77163,0.521,8.190,120176,33049,87127,3.285,11.945,-37776,-3.755,16.380,2173,2412,29146
2015,k) 26+,c) 10 to 19,92991,100764,1276444,1289282,655,0.647,1610,1.590,100343,7906,92437,0.613,7.783,126083,32413,93670,2.514,9.779,-25740,-1.996,15.566,1019,1230,27529
2015,k) 26+,d) 20 to 99,86510,127499,3491599,3492160,2688,2.108,2696,2.114,274176,38310,235866,1.097,7.851,275641,71660,203981,2.052,7.893,-1465,-0.042,15.702,734,1416,54185
2015,k) 26+,e) 100 to 499,17437,80538,3441349,3420065,3655,4.558,2972,3.706,314947,63263,251684,1.850,9.209,272296,56161,216135,1.642,7.962,42651,1.247,15.923,65,368,22620
2015,k) 26+,f) 500 to 999,2259,29822,1415041,1408648,1458,4.903,1291,4.341,143873,31172,112701,2.213,10.214,131160,29428,101732,2.089,9.311,12713,0.902,18.622,5,79,7412
2015,k) 26+,g) 1000 to 2499,1358,32757,1836105,1809241,2902,9.048,1535,4.786,216086,72431,143655,4.003,11.943,161562,38244,123318,2.114,8.930,54524,3.014,17.860,0,0,0
2015,k) 26+,h) 2500 to 4999,569,29391,1597967,1582518,1698,5.795,1520,5.187,173843,43360,130483,2.740,10.985,142862,30319,112543,1.916,9.028,30981,1.958,18.055,0,0,0
2015,k) 26+,i) 5000 to 9999,268,24085,1395486,1372422,1649,6.949,939,3.957,149325,39712,109613,2.894,10.880,104028,17837,86191,1.300,7.580,45297,3.301,15.160,0,0,0
2015,k) 26+,j) 10000+,247,117811,5970183,5931227,9488,8.156,6539,5.621,703278,210081,493197,3.542,11.857,620472,157543,462929,2.656,10.461,82806,1.396,20.922,0,0,0
